Instant,Date,Hour,Month,Day,Holiday,Weekday,WorkingDay,Total Parking Spaces,No of parking spaces left,Free Spaces  %,Occupancy
843,8-Mar-17,2,3,Wednesday,0,3,1,100,97,97,3
844,8-Mar-17,3,3,Wednesday,0,3,1,100,97,97,3
845,8-Mar-17,4,3,Wednesday,0,3,1,100,97,97,3
846,8-Mar-17,5,3,Wednesday,0,3,1,100,97,97,3
847,8-Mar-17,6,3,Wednesday,0,3,1,100,80,80,20
848,8-Mar-17,7,3,Wednesday,0,3,1,100,60,60,40
849,8-Mar-17,8,3,Wednesday,0,3,1,100,12,12,88
850,8-Mar-17,9,3,Wednesday,0,3,1,100,10,10,90
851,8-Mar-17,10,3,Wednesday,0,3,1,100,0,0,100
852,8-Mar-17,11,3,Wednesday,0,3,1,100,0,0,100
853,8-Mar-17,12,3,Wednesday,0,3,1,100,0,0,100
854,8-Mar-17,13,3,Wednesday,0,3,1,100,0,0,100
855,8-Mar-17,14,3,Wednesday,0,3,1,100,0,0,100
856,8-Mar-17,15,3,Wednesday,0,3,1,100,3,3,97
857,8-Mar-17,16,3,Wednesday,0,3,1,100,5,5,95
858,8-Mar-17,17,3,Wednesday,0,3,1,100,6,6,94
859,8-Mar-17,18,3,Wednesday,0,3,1,100,14,14,86
860,8-Mar-17,19,3,Wednesday,0,3,1,100,28,28,72
861,8-Mar-17,20,3,Wednesday,0,3,1,100,30,30,70
862,8-Mar-17,21,3,Wednesday,0,3,1,100,37,37,63
863,8-Mar-17,22,3,Wednesday,0,3,1,100,80,80,20
864,8-Mar-17,23,3,Wednesday,0,3,1,100,98,98,2
865,9-Mar-17,0,3,Thursday,0,4,1,100,98,98,2
866,9-Mar-17,1,3,Thursday,0,4,1,100,98,98,2
867,9-Mar-17,2,3,Thursday,0,4,1,100,98,98,2
868,9-Mar-17,3,3,Thursday,0,4,1,100,98,98,2
869,9-Mar-17,4,3,Thursday,0,4,1,100,98,98,2
870,9-Mar-17,5,3,Thursday,0,4,1,100,98,98,2
871,9-Mar-17,6,3,Thursday,0,4,1,100,80,80,20
872,9-Mar-17,7,3,Thursday,0,4,1,100,60,60,40
873,9-Mar-17,8,3,Thursday,0,4,1,100,12,12,88
874,9-Mar-17,9,3,Thursday,0,4,1,100,10,10,90
875,9-Mar-17,10,3,Thursday,0,4,1,100,0,0,100
876,9-Mar-17,11,3,Thursday,0,4,1,100,0,0,100
877,9-Mar-17,12,3,Thursday,0,4,1,100,0,0,100
878,9-Mar-17,13,3,Thursday,0,4,1,100,0,0,100
879,9-Mar-17,14,3,Thursday,0,4,1,100,0,0,100
880,9-Mar-17,15,3,Thursday,0,4,1,100,3,3,97
881,9-Mar-17,16,3,Thursday,0,4,1,100,5,5,95
882,9-Mar-17,17,3,Thursday,0,4,1,100,6,6,94
883,9-Mar-17,18,3,Thursday,0,4,1,100,14,14,86
884,9-Mar-17,19,3,Thursday,0,4,1,100,28,28,72
885,9-Mar-17,20,3,Thursday,0,4,1,100,30,30,70
886,9-Mar-17,21,3,Thursday,0,4,1,100,37,37,63
887,9-Mar-17,22,3,Thursday,0,4,1,100,80,80,20
888,9-Mar-17,23,3,Thursday,0,4,1,100,95,95,5
889,10-Mar-17,0,3,Friday,0,5,1,100,95,95,5
890,10-Mar-17,1,3,Friday,0,5,1,100,95,95,5
891,10-Mar-17,2,3,Friday,0,5,1,100,95,95,5
892,10-Mar-17,3,3,Friday,0,5,1,100,95,95,5
893,10-Mar-17,4,3,Friday,0,5,1,100,95,95,5
894,10-Mar-17,5,3,Friday,0,5,1,100,95,95,5
895,10-Mar-17,6,3,Friday,0,5,1,100,80,80,20
896,10-Mar-17,7,3,Friday,0,5,1,100,60,60,40
897,10-Mar-17,8,3,Friday,0,5,1,100,12,12,88
898,10-Mar-17,9,3,Friday,0,5,1,100,10,10,90
899,10-Mar-17,10,3,Friday,0,5,1,100,0,0,100
900,10-Mar-17,11,3,Friday,0,5,1,100,0,0,100
901,10-Mar-17,12,3,Friday,0,5,1,100,0,0,100
902,10-Mar-17,13,3,Friday,0,5,1,100,0,0,100
903,10-Mar-17,14,3,Friday,0,5,1,100,0,0,100
904,10-Mar-17,15,3,Friday,0,5,1,100,3,3,97
905,10-Mar-17,16,3,Friday,0,5,1,100,5,5,95
906,10-Mar-17,17,3,Friday,0,5,1,100,6,6,94
907,10-Mar-17,18,3,Friday,0,5,1,100,14,14,86
908,10-Mar-17,19,3,Friday,0,5,1,100,28,28,72
909,10-Mar-17,20,3,Friday,0,5,1,100,30,30,70
910,10-Mar-17,21,3,Friday,0,5,1,100,37,37,63
911,10-Mar-17,22,3,Friday,0,5,1,100,80,80,20
912,10-Mar-17,23,3,Friday,0,5,1,100,95,95,5
913,11-Mar-17,0,3,Saturday,1,6,0,100,95,95,5
914,11-Mar-17,1,3,Saturday,1,6,0,100,95,95,5
915,11-Mar-17,2,3,Saturday,1,6,0,100,95,95,5
916,11-Mar-17,3,3,Saturday,1,6,0,100,95,95,5
917,11-Mar-17,4,3,Saturday,1,6,0,100,95,95,5
918,11-Mar-17,5,3,Saturday,1,6,0,100,95,95,5
919,11-Mar-17,6,3,Saturday,1,6,0,100,80,80,20
920,11-Mar-17,7,3,Saturday,1,6,0,100,70,70,30
921,11-Mar-17,8,3,Saturday,1,6,0,100,60,60,40
922,11-Mar-17,9,3,Saturday,1,6,0,100,50,50,50
923,11-Mar-17,10,3,Saturday,1,6,0,100,40,40,60
924,11-Mar-17,11,3,Saturday,1,6,0,100,30,30,70
925,11-Mar-17,12,3,Saturday,1,6,0,100,20,20,80
926,11-Mar-17,13,3,Saturday,1,6,0,100,20,20,80
927,11-Mar-17,14,3,Saturday,1,6,0,100,20,20,80
928,11-Mar-17,15,3,Saturday,1,6,0,100,20,20,80
929,11-Mar-17,16,3,Saturday,1,6,0,100,20,20,80
930,11-Mar-17,17,3,Saturday,1,6,0,100,38,38,62
931,11-Mar-17,18,3,Saturday,1,6,0,100,60,60,40
932,11-Mar-17,19,3,Saturday,1,6,0,100,72,72,28
933,11-Mar-17,20,3,Saturday,1,6,0,100,80,80,20
934,11-Mar-17,21,3,Saturday,1,6,0,100,90,90,10
935,11-Mar-17,22,3,Saturday,1,6,0,100,96,96,4
936,11-Mar-17,23,3,Saturday,1,6,0,100,96,96,4
937,12-Mar-17,0,3,Sunday,1,7,0,100,96,96,4
938,12-Mar-17,1,3,Sunday,1,7,0,100,96,96,4
939,12-Mar-17,2,3,Sunday,1,7,0,100,96,96,4
940,12-Mar-17,3,3,Sunday,1,7,0,100,96,96,4
941,12-Mar-17,4,3,Sunday,1,7,0,100,96,96,4
942,12-Mar-17,5,3,Sunday,1,7,0,100,96,96,4
943,12-Mar-17,6,3,Sunday,1,7,0,100,90,90,10
944,12-Mar-17,7,3,Sunday,1,7,0,100,80,80,20
945,12-Mar-17,8,3,Sunday,1,7,0,100,60,60,40
946,12-Mar-17,9,3,Sunday,1,7,0,100,55,55,45
947,12-Mar-17,10,3,Sunday,1,7,0,100,45,45,55
948,12-Mar-17,11,3,Sunday,1,7,0,100,45,45,55
949,12-Mar-17,12,3,Sunday,1,7,0,100,45,45,55
950,12-Mar-17,13,3,Sunday,1,7,0,100,45,45,55
951,12-Mar-17,14,3,Sunday,1,7,0,100,45,45,55
952,12-Mar-17,15,3,Sunday,1,7,0,100,45,45,55
953,12-Mar-17,16,3,Sunday,1,7,0,100,56,56,44
954,12-Mar-17,17,3,Sunday,1,7,0,100,68,68,32
955,12-Mar-17,18,3,Sunday,1,7,0,100,70,70,30
956,12-Mar-17,19,3,Sunday,1,7,0,100,78,78,22
957,12-Mar-17,20,3,Sunday,1,7,0,100,80,80,20
958,12-Mar-17,21,3,Sunday,1,7,0,100,90,90,10
959,12-Mar-17,22,3,Sunday,1,7,0,100,96,96,4
960,12-Mar-17,23,3,Sunday,1,7,0,100,96,96,4
961,13-Mar-17,0,3,Monday,2,1,1,100,96,96,4
962,13-Mar-17,1,3,Monday,2,1,1,100,96,96,4
963,13-Mar-17,2,3,Monday,2,1,1,100,96,96,4
964,13-Mar-17,3,3,Monday,2,1,1,100,96,96,4
965,13-Mar-17,4,3,Monday,2,1,1,100,96,96,4
966,13-Mar-17,5,3,Monday,2,1,1,100,96,96,4
967,13-Mar-17,6,3,Monday,2,1,1,100,85,85,15
968,13-Mar-17,7,3,Monday,2,1,1,100,80,80,20
969,13-Mar-17,8,3,Monday,2,1,1,100,20,20,80
970,13-Mar-17,9,3,Monday,2,1,1,100,10,10,90
971,13-Mar-17,10,3,Monday,2,1,1,100,9,9,91
972,13-Mar-17,11,3,Monday,2,1,1,100,0,0,100
973,13-Mar-17,12,3,Monday,2,1,1,100,0,0,100
974,13-Mar-17,13,3,Monday,2,1,1,100,0,0,100
975,13-Mar-17,14,3,Monday,2,1,1,100,0,0,100
976,13-Mar-17,15,3,Monday,2,1,1,100,2,2,98
977,13-Mar-17,16,3,Monday,2,1,1,100,3,3,97
978,13-Mar-17,17,3,Monday,2,1,1,100,10,10,90
979,13-Mar-17,18,3,Monday,2,1,1,100,18,18,82
980,13-Mar-17,19,3,Monday,2,1,1,100,30,30,70
981,13-Mar-17,20,3,Monday,2,1,1,100,40,40,60
982,13-Mar-17,21,3,Monday,2,1,1,100,70,70,30
983,13-Mar-17,22,3,Monday,2,1,1,100,98,98,2
984,13-Mar-17,23,3,Monday,2,1,1,100,98,98,2
985,14-Mar-17,0,3,Tuesday,2,2,1,100,95,95,5
986,14-Mar-17,1,3,Tuesday,2,2,1,100,95,95,5
987,14-Mar-17,2,3,Tuesday,2,2,1,100,95,95,5
988,14-Mar-17,3,3,Tuesday,2,2,1,100,95,95,5
989,14-Mar-17,4,3,Tuesday,2,2,1,100,95,95,5
990,14-Mar-17,5,3,Tuesday,2,2,1,100,95,95,5
991,14-Mar-17,6,3,Tuesday,2,2,1,100,80,80,20
992,14-Mar-17,7,3,Tuesday,2,2,1,100,70,70,30
993,14-Mar-17,8,3,Tuesday,2,2,1,100,30,30,70
994,14-Mar-17,9,3,Tuesday,2,2,1,100,10,10,90
995,14-Mar-17,10,3,Tuesday,2,2,1,100,0,0,100
996,14-Mar-17,11,3,Tuesday,2,2,1,100,0,0,100
997,14-Mar-17,12,3,Tuesday,2,2,1,100,0,0,100
998,14-Mar-17,13,3,Tuesday,2,2,1,100,0,0,100
999,14-Mar-17,14,3,Tuesday,2,2,1,100,0,0,100
1000,14-Mar-17,15,3,Tuesday,2,2,1,100,0,0,100
1001,14-Mar-17,16,3,Tuesday,2,2,1,100,5,5,95
1002,14-Mar-17,17,3,Tuesday,2,2,1,100,8,8,92
1003,14-Mar-17,18,3,Tuesday,2,2,1,100,14,14,86
1004,14-Mar-17,19,3,Tuesday,2,2,1,100,30,30,70
1005,14-Mar-17,20,3,Tuesday,2,2,1,100,60,60,40
1006,14-Mar-17,21,3,Tuesday,2,2,1,100,80,80,20
1007,14-Mar-17,22,3,Tuesday,2,2,1,100,97,97,3
1008,14-Mar-17,23,3,Tuesday,2,2,1,100,97,97,3
1009,15-Mar-17,0,3,Wednesday,2,3,1,100,97,97,3
1010,15-Mar-17,1,3,Wednesday,2,3,1,100,97,97,3
1011,15-Mar-17,2,3,Wednesday,2,3,1,100,97,97,3
1012,15-Mar-17,3,3,Wednesday,2,3,1,100,97,97,3
1013,15-Mar-17,4,3,Wednesday,2,3,1,100,97,97,3
1014,15-Mar-17,5,3,Wednesday,2,3,1,100,97,97,3
1015,15-Mar-17,6,3,Wednesday,2,3,1,100,80,80,20
1016,15-Mar-17,7,3,Wednesday,2,3,1,100,60,60,40
1017,15-Mar-17,8,3,Wednesday,2,3,1,100,30,30,70
1018,15-Mar-17,9,3,Wednesday,2,3,1,100,10,10,90
1019,15-Mar-17,10,3,Wednesday,2,3,1,100,0,0,100
1020,15-Mar-17,11,3,Wednesday,2,3,1,100,0,0,100
1021,15-Mar-17,12,3,Wednesday,2,3,1,100,0,0,100
1022,15-Mar-17,13,3,Wednesday,2,3,1,100,0,0,100
1023,15-Mar-17,14,3,Wednesday,2,3,1,100,0,0,100
1024,15-Mar-17,15,3,Wednesday,2,3,1,100,2,2,98
1025,15-Mar-17,16,3,Wednesday,2,3,1,100,3,3,97
1026,15-Mar-17,17,3,Wednesday,2,3,1,100,5,5,95
1027,15-Mar-17,18,3,Wednesday,2,3,1,100,10,10,90
1028,15-Mar-17,19,3,Wednesday,2,3,1,100,20,20,80
1029,15-Mar-17,20,3,Wednesday,2,3,1,100,30,30,70
1030,15-Mar-17,21,3,Wednesday,2,3,1,100,50,50,50
1031,15-Mar-17,22,3,Wednesday,2,3,1,100,80,80,20
1032,15-Mar-17,23,3,Wednesday,2,3,1,100,98,98,2
1033,16-Mar-17,0,3,Thursday,2,4,1,100,95,95,5
1034,16-Mar-17,1,3,Thursday,2,4,1,100,95,95,5
1035,16-Mar-17,2,3,Thursday,2,4,1,100,95,95,5
1036,16-Mar-17,3,3,Thursday,2,4,1,100,95,95,5
1037,16-Mar-17,4,3,Thursday,2,4,1,100,95,95,5
1038,16-Mar-17,5,3,Thursday,2,4,1,100,95,95,5
1039,16-Mar-17,6,3,Thursday,2,4,1,100,70,70,30
1040,16-Mar-17,7,3,Thursday,2,4,1,100,60,60,40
1041,16-Mar-17,8,3,Thursday,2,4,1,100,20,20,80
1042,16-Mar-17,9,3,Thursday,2,4,1,100,10,10,90
1043,16-Mar-17,10,3,Thursday,2,4,1,100,0,0,100
1044,16-Mar-17,11,3,Thursday,2,4,1,100,0,0,100
1045,16-Mar-17,12,3,Thursday,2,4,1,100,0,0,100
1046,16-Mar-17,13,3,Thursday,2,4,1,100,0,0,100
1047,16-Mar-17,14,3,Thursday,2,4,1,100,0,0,100
1048,16-Mar-17,15,3,Thursday,2,4,1,100,0,0,100
1049,16-Mar-17,16,3,Thursday,2,4,1,100,2,2,98
1050,16-Mar-17,17,3,Thursday,2,4,1,100,3,3,97
1051,16-Mar-17,18,3,Thursday,2,4,1,100,8,8,92
1052,16-Mar-17,19,3,Thursday,2,4,1,100,10,10,90
1053,16-Mar-17,20,3,Thursday,2,4,1,100,12,12,88
1054,16-Mar-17,21,3,Thursday,2,4,1,100,30,30,70
1055,16-Mar-17,22,3,Thursday,2,4,1,100,80,80,20
1056,16-Mar-17,23,3,Thursday,2,4,1,100,99,99,1
1057,17-Mar-17,0,3,Friday,1,5,1,100,99,99,1
1058,17-Mar-17,1,3,Friday,1,5,1,100,99,99,1
1059,17-Mar-17,2,3,Friday,1,5,1,100,99,99,1
1060,17-Mar-17,3,3,Friday,1,5,1,100,99,99,1
1061,17-Mar-17,4,3,Friday,1,5,1,100,99,99,1
1062,17-Mar-17,5,3,Friday,1,5,1,100,99,99,1
1063,17-Mar-17,6,3,Friday,1,5,1,100,80,80,20
1064,17-Mar-17,7,3,Friday,1,5,1,100,70,70,30
1065,17-Mar-17,8,3,Friday,1,5,1,100,30,30,70
1066,17-Mar-17,9,3,Friday,1,5,1,100,10,10,90
1067,17-Mar-17,10,3,Friday,1,5,1,100,0,0,100
1068,17-Mar-17,11,3,Friday,1,5,1,100,0,0,100
1069,17-Mar-17,12,3,Friday,1,5,1,100,0,0,100
1070,17-Mar-17,13,3,Friday,1,5,1,100,0,0,100
1071,17-Mar-17,14,3,Friday,1,5,1,100,0,0,100
1072,17-Mar-17,15,3,Friday,1,5,1,100,2,2,98
1073,17-Mar-17,16,3,Friday,1,5,1,100,4,4,96
1074,17-Mar-17,17,3,Friday,1,5,1,100,19,19,81
1075,17-Mar-17,18,3,Friday,1,5,1,100,27,27,73
1076,17-Mar-17,19,3,Friday,1,5,1,100,40,40,60
1077,17-Mar-17,20,3,Friday,1,5,1,100,60,60,40
1078,17-Mar-17,21,3,Friday,1,5,1,100,82,82,18
1079,17-Mar-17,22,3,Friday,1,5,1,100,97,97,3
1080,17-Mar-17,23,3,Friday,1,5,1,100,97,97,3
1081,18-Mar-17,0,3,Saturday,2,6,0,100,95,95,5
1082,18-Mar-17,1,3,Saturday,2,6,0,100,95,95,5
1083,18-Mar-17,2,3,Saturday,2,6,0,100,95,95,5
1084,18-Mar-17,3,3,Saturday,2,6,0,100,95,95,5
1085,18-Mar-17,4,3,Saturday,2,6,0,100,95,95,5
1086,18-Mar-17,5,3,Saturday,2,6,0,100,95,95,5
1087,18-Mar-17,6,3,Saturday,2,6,0,100,80,80,20
1088,18-Mar-17,7,3,Saturday,2,6,0,100,70,70,30
1089,18-Mar-17,8,3,Saturday,2,6,0,100,60,60,40
1090,18-Mar-17,9,3,Saturday,2,6,0,100,50,50,50
1091,18-Mar-17,10,3,Saturday,2,6,0,100,40,40,60
1092,18-Mar-17,11,3,Saturday,2,6,0,100,30,30,70
1093,18-Mar-17,12,3,Saturday,2,6,0,100,20,20,80
1094,18-Mar-17,13,3,Saturday,2,6,0,100,20,20,80
1095,18-Mar-17,14,3,Saturday,2,6,0,100,20,20,80
1096,18-Mar-17,15,3,Saturday,2,6,0,100,20,20,80
1097,18-Mar-17,16,3,Saturday,2,6,0,100,20,20,80
1098,18-Mar-17,17,3,Saturday,2,6,0,100,38,38,62
1099,18-Mar-17,18,3,Saturday,2,6,0,100,60,60,40
1100,18-Mar-17,19,3,Saturday,2,6,0,100,72,72,28
1101,18-Mar-17,20,3,Saturday,2,6,0,100,80,80,20
1102,18-Mar-17,21,3,Saturday,2,6,0,100,90,90,10
1103,18-Mar-17,22,3,Saturday,2,6,0,100,96,96,4
1104,18-Mar-17,23,3,Saturday,2,6,0,100,96,96,4
1105,19-Mar-17,0,3,Sunday,1,7,0,100,96,96,4
1106,19-Mar-17,1,3,Sunday,1,7,0,100,96,96,4
1107,19-Mar-17,2,3,Sunday,1,7,0,100,96,96,4
1108,19-Mar-17,3,3,Sunday,1,7,0,100,96,96,4
1109,19-Mar-17,4,3,Sunday,1,7,0,100,96,96,4
1110,19-Mar-17,5,3,Sunday,1,7,0,100,96,96,4
1111,19-Mar-17,6,3,Sunday,1,7,0,100,90,90,10
1112,19-Mar-17,7,3,Sunday,1,7,0,100,80,80,20
1113,19-Mar-17,8,3,Sunday,1,7,0,100,60,60,40
1114,19-Mar-17,9,3,Sunday,1,7,0,100,55,55,45
1115,19-Mar-17,10,3,Sunday,1,7,0,100,45,45,55
1116,19-Mar-17,11,3,Sunday,1,7,0,100,45,45,55
1117,19-Mar-17,12,3,Sunday,1,7,0,100,45,45,55
1118,19-Mar-17,13,3,Sunday,1,7,0,100,45,45,55
1119,19-Mar-17,14,3,Sunday,1,7,0,100,45,45,55
1120,19-Mar-17,15,3,Sunday,1,7,0,100,45,45,55
1121,19-Mar-17,16,3,Sunday,1,7,0,100,56,56,44
1122,19-Mar-17,17,3,Sunday,1,7,0,100,68,68,32
1123,19-Mar-17,18,3,Sunday,1,7,0,100,70,70,30
1124,19-Mar-17,19,3,Sunday,1,7,0,100,78,78,22
1125,19-Mar-17,20,3,Sunday,1,7,0,100,80,80,20
1126,19-Mar-17,21,3,Sunday,1,7,0,100,90,90,10
1127,19-Mar-17,22,3,Sunday,1,7,0,100,96,96,4
1128,19-Mar-17,23,3,Sunday,1,7,0,100,96,96,4
1129,20-Mar-17,1,3,Monday,0,1,1,100,96,96,4
1130,20-Mar-17,2,3,Monday,0,1,1,100,96,96,4
1131,20-Mar-17,3,3,Monday,0,1,1,100,96,96,4
1132,20-Mar-17,4,3,Monday,0,1,1,100,96,96,4
1133,20-Mar-17,5,3,Monday,0,1,1,100,96,96,4
1134,20-Mar-17,6,3,Monday,0,1,1,100,96,96,4
1135,20-Mar-17,7,3,Monday,0,1,1,100,85,85,15
1136,20-Mar-17,8,3,Monday,0,1,1,100,80,80,20
1137,20-Mar-17,9,3,Monday,0,1,1,100,20,20,80
1138,20-Mar-17,10,3,Monday,0,1,1,100,10,10,90
1139,20-Mar-17,11,3,Monday,0,1,1,100,9,9,91
1140,20-Mar-17,12,3,Monday,0,1,1,100,0,0,100
1141,20-Mar-17,13,3,Monday,0,1,1,100,0,0,100
1142,20-Mar-17,14,3,Monday,0,1,1,100,0,0,100
1143,20-Mar-17,15,3,Monday,0,1,1,100,0,0,100
1144,20-Mar-17,16,3,Monday,0,1,1,100,2,2,98
1145,20-Mar-17,17,3,Monday,0,1,1,100,3,3,97
1146,20-Mar-17,18,3,Monday,0,1,1,100,10,10,90
1147,20-Mar-17,19,3,Monday,0,1,1,100,18,18,82
1148,20-Mar-17,20,3,Monday,0,1,1,100,30,30,70
1149,20-Mar-17,21,3,Monday,0,1,1,100,40,40,60
1150,20-Mar-17,22,3,Monday,0,1,1,100,70,70,30
1151,20-Mar-17,23,3,Monday,0,1,1,100,98,98,2
1152,21-Mar-17,0,3,Tuesday,0,2,1,100,98,98,2
1153,21-Mar-17,1,3,Tuesday,0,2,1,100,98,98,2
1154,21-Mar-17,2,3,Tuesday,0,2,1,100,98,98,2
1155,21-Mar-17,3,3,Tuesday,0,2,1,100,98,98,2
1156,21-Mar-17,4,3,Tuesday,0,2,1,100,98,98,2
1157,21-Mar-17,5,3,Tuesday,0,2,1,100,98,98,2
1158,21-Mar-17,6,3,Tuesday,0,2,1,100,70,70,30
1159,21-Mar-17,7,3,Tuesday,0,2,1,100,60,60,40
1160,21-Mar-17,8,3,Tuesday,0,2,1,100,30,30,70
1161,21-Mar-17,9,3,Tuesday,0,2,1,100,10,10,90
1162,21-Mar-17,10,3,Tuesday,0,2,1,100,0,0,100
1163,21-Mar-17,11,3,Tuesday,0,2,1,100,0,0,100
1164,21-Mar-17,12,3,Tuesday,0,2,1,100,0,0,100
1165,21-Mar-17,13,3,Tuesday,0,2,1,100,0,0,100
1166,21-Mar-17,14,3,Tuesday,0,2,1,100,0,0,100
1167,21-Mar-17,15,3,Tuesday,0,2,1,100,3,3,97
1168,21-Mar-17,16,3,Tuesday,0,2,1,100,9,9,91
1169,21-Mar-17,17,3,Tuesday,0,2,1,100,11,11,89
1170,21-Mar-17,18,3,Tuesday,0,2,1,100,11,11,89
1171,21-Mar-17,19,3,Tuesday,0,2,1,100,13,13,87
1172,21-Mar-17,20,3,Tuesday,0,2,1,100,40,40,60
1173,21-Mar-17,21,3,Tuesday,0,2,1,100,60,60,40
1174,21-Mar-17,22,3,Tuesday,0,2,1,100,80,80,20
1175,21-Mar-17,23,3,Tuesday,0,2,1,100,96,96,4
1176,22-Mar-17,0,3,Wednesday,0,3,1,100,97,97,3
1177,22-Mar-17,1,3,Wednesday,0,3,1,100,97,97,3
1178,22-Mar-17,2,3,Wednesday,0,3,1,100,97,97,3
1179,22-Mar-17,3,3,Wednesday,0,3,1,100,97,97,3
1180,22-Mar-17,4,3,Wednesday,0,3,1,100,97,97,3
1181,22-Mar-17,5,3,Wednesday,0,3,1,100,97,97,3
1182,22-Mar-17,6,3,Wednesday,0,3,1,100,80,80,20
1183,22-Mar-17,7,3,Wednesday,0,3,1,100,60,60,40
1184,22-Mar-17,8,3,Wednesday,0,3,1,100,30,30,70
1185,22-Mar-17,9,3,Wednesday,0,3,1,100,10,10,90
1186,22-Mar-17,10,3,Wednesday,0,3,1,100,0,0,100
1187,22-Mar-17,11,3,Wednesday,0,3,1,100,0,0,100
1188,22-Mar-17,12,3,Wednesday,0,3,1,100,0,0,100
1189,22-Mar-17,13,3,Wednesday,0,3,1,100,0,0,100
1190,22-Mar-17,14,3,Wednesday,0,3,1,100,0,0,100
1191,22-Mar-17,15,3,Wednesday,0,3,1,100,2,2,98
1192,22-Mar-17,16,3,Wednesday,0,3,1,100,3,3,97
1193,22-Mar-17,17,3,Wednesday,0,3,1,100,5,5,95
1194,22-Mar-17,18,3,Wednesday,0,3,1,100,10,10,90
1195,22-Mar-17,19,3,Wednesday,0,3,1,100,20,20,80
1196,22-Mar-17,20,3,Wednesday,0,3,1,100,30,30,70
1197,22-Mar-17,21,3,Wednesday,0,3,1,100,50,50,50
1198,22-Mar-17,22,3,Wednesday,0,3,1,100,80,80,20
1199,22-Mar-17,23,3,Wednesday,0,3,1,100,98,98,2
1200,23-Mar-17,0,3,Thursday,0,4,1,100,95,95,5
1201,23-Mar-17,1,3,Thursday,0,4,1,100,95,95,5
1202,23-Mar-17,2,3,Thursday,0,4,1,100,95,95,5
1203,23-Mar-17,3,3,Thursday,0,4,1,100,95,95,5
1204,23-Mar-17,4,3,Thursday,0,4,1,100,95,95,5
1205,23-Mar-17,5,3,Thursday,0,4,1,100,95,95,5
1206,23-Mar-17,6,3,Thursday,0,4,1,100,70,70,30
1207,23-Mar-17,7,3,Thursday,0,4,1,100,60,60,40
1208,23-Mar-17,8,3,Thursday,0,4,1,100,20,20,80
1209,23-Mar-17,9,3,Thursday,0,4,1,100,10,10,90
1210,23-Mar-17,10,3,Thursday,0,4,1,100,0,0,100
1211,23-Mar-17,11,3,Thursday,0,4,1,100,0,0,100
1212,23-Mar-17,12,3,Thursday,0,4,1,100,0,0,100
1213,23-Mar-17,13,3,Thursday,0,4,1,100,0,0,100
1214,23-Mar-17,14,3,Thursday,0,4,1,100,0,0,100
1215,23-Mar-17,15,3,Thursday,0,4,1,100,0,0,100
1216,23-Mar-17,16,3,Thursday,0,4,1,100,2,2,98
1217,23-Mar-17,17,3,Thursday,0,4,1,100,3,3,97
1218,23-Mar-17,18,3,Thursday,0,4,1,100,8,8,92
1219,23-Mar-17,19,3,Thursday,0,4,1,100,10,10,90
1220,23-Mar-17,20,3,Thursday,0,4,1,100,12,12,88
1221,23-Mar-17,21,3,Thursday,0,4,1,100,30,30,70
1222,23-Mar-17,22,3,Thursday,0,4,1,100,80,80,20
1223,23-Mar-17,23,3,Thursday,0,4,1,100,99,99,1
1224,24-Mar-17,0,3,Friday,0,5,1,100,99,99,1
1225,24-Mar-17,1,3,Friday,0,5,1,100,99,99,1
1226,24-Mar-17,2,3,Friday,0,5,1,100,99,99,1
1227,24-Mar-17,3,3,Friday,0,5,1,100,99,99,1
1228,24-Mar-17,4,3,Friday,0,5,1,100,99,99,1
1229,24-Mar-17,5,3,Friday,0,5,1,100,99,99,1
1230,24-Mar-17,6,3,Friday,0,5,1,100,80,80,20
1231,24-Mar-17,7,3,Friday,0,5,1,100,70,70,30
1232,24-Mar-17,8,3,Friday,0,5,1,100,30,30,70
1233,24-Mar-17,9,3,Friday,0,5,1,100,10,10,90
1234,24-Mar-17,10,3,Friday,0,5,1,100,0,0,100
1235,24-Mar-17,11,3,Friday,0,5,1,100,0,0,100
1236,24-Mar-17,12,3,Friday,0,5,1,100,0,0,100
1237,24-Mar-17,13,3,Friday,0,5,1,100,0,0,100
1238,24-Mar-17,14,3,Friday,0,5,1,100,0,0,100
1239,24-Mar-17,15,3,Friday,0,5,1,100,2,2,98
1240,24-Mar-17,16,3,Friday,0,5,1,100,4,4,96
1241,24-Mar-17,17,3,Friday,0,5,1,100,19,19,81
1242,24-Mar-17,18,3,Friday,0,5,1,100,27,27,73
1243,24-Mar-17,19,3,Friday,0,5,1,100,40,40,60
1244,24-Mar-17,20,3,Friday,0,5,1,100,60,60,40
1245,24-Mar-17,21,3,Friday,0,5,1,100,82,82,18
1246,24-Mar-17,22,3,Friday,0,5,1,100,97,97,3
1247,24-Mar-17,23,3,Friday,0,5,1,100,97,97,3
1248,25-Mar-17,0,3,Saturday,1,6,0,100,95,95,5
1249,25-Mar-17,1,3,Saturday,1,6,0,100,95,95,5
1250,25-Mar-17,2,3,Saturday,1,6,0,100,95,95,5
1251,25-Mar-17,3,3,Saturday,1,6,0,100,95,95,5
1252,25-Mar-17,4,3,Saturday,1,6,0,100,95,95,5
1253,25-Mar-17,5,3,Saturday,1,6,0,100,95,95,5
1254,25-Mar-17,6,3,Saturday,1,6,0,100,80,80,20
1255,25-Mar-17,7,3,Saturday,1,6,0,100,70,70,30
1256,25-Mar-17,8,3,Saturday,1,6,0,100,60,60,40
