Hour,Occupancy,Working_Day,Holiday,Reading_Week,Study_Week,Exam_Week
0,6,0,0,0,1,0
1,6,0,0,0,1,0
2,6,0,0,0,1,0
3,6,0,0,0,1,0
4,6,0,0,0,1,0
5,6,0,0,0,1,0
6,16,0,0,0,1,0
7,35,0,0,0,1,0
8,75,0,0,0,1,0
9,91,0,0,0,1,0
10,100,0,0,0,1,0
11,100,0,0,0,1,0
12,100,0,0,0,1,0
13,100,0,0,0,1,0
14,100,0,0,0,1,0
15,95,0,0,0,1,0
16,91,0,0,0,1,0
17,72,0,0,0,1,0
18,28,0,0,0,1,0
19,18,0,0,0,1,0
20,11,0,0,0,1,0
21,1,0,0,0,1,0
22,1,0,0,0,1,0
23,1,0,0,0,1,0
0,1,0,0,0,1,0
1,1,0,0,0,1,0
2,1,0,0,0,1,0
3,1,0,0,0,1,0
4,1,0,0,0,1,0
5,1,0,0,0,1,0
6,25,0,0,0,1,0
7,91,0,0,0,1,0
8,92,0,0,0,1,0
9,100,0,0,0,1,0
10,100,0,0,0,1,0
11,100,0,0,0,1,0
12,100,0,0,0,1,0
13,100,0,0,0,1,0
14,100,0,0,0,1,0
15,95,0,0,0,1,0
16,91,0,0,0,1,0
17,81,0,0,0,1,0
18,63,0,0,0,1,0
19,25,0,0,0,1,0
20,12,0,0,0,1,0
21,1,0,0,0,1,0
22,1,0,0,0,1,0
23,1,0,0,0,1,0
0,1,0,0,0,1,0
1,1,0,0,0,1,0
2,1,0,0,0,1,0
3,1,0,0,0,1,0
4,1,0,0,0,1,0
5,16,0,0,0,1,0
6,25,0,0,0,1,0
7,81,0,0,0,1,0
8,83,0,0,0,1,0
9,100,0,0,0,1,0
10,100,0,0,0,1,0
11,100,0,0,0,1,0
12,100,0,0,0,1,0
13,100,0,0,0,1,0
14,97,0,0,0,1,0
15,94,0,0,0,1,0
16,91,0,0,0,1,0
17,76,0,0,0,1,0
18,63,0,0,0,1,0
19,44,0,0,0,1,0
20,14,0,0,0,1,0
21,3,0,0,0,1,0
22,3,0,0,0,1,0
23,3,0,0,0,1,0
0,3,0,0,0,1,0
1,3,0,0,0,1,0
2,3,0,0,0,1,0
3,3,0,0,0,1,0
4,3,0,0,0,1,0
5,25,0,0,0,1,0
6,44,0,0,0,1,0
7,72,0,0,0,1,0
8,91,0,0,0,1,0
9,93,0,0,0,1,0
10,100,0,0,0,1,0
11,100,0,0,0,1,0
12,100,0,0,0,1,0
13,100,0,0,0,1,0
14,100,0,0,0,1,0
15,96,0,0,0,1,0
16,91,0,0,0,1,0
17,72,0,0,0,1,0
18,72,0,0,0,1,0
19,31,0,0,0,1,0
20,16,0,0,0,1,0
21,2,0,0,0,1,0
22,2,0,0,0,1,0
23,2,0,0,0,1,0
0,2,0,0,0,1,0
1,2,0,0,0,1,0
2,2,0,0,0,1,0
3,2,0,0,0,1,0
4,2,0,0,0,1,0
5,2,0,0,0,1,0
6,11,0,0,0,1,0
7,16,0,0,0,1,0
8,35,0,0,0,1,0
9,44,0,0,0,1,0
10,44,0,0,0,1,0
11,44,0,0,0,1,0
12,44,0,0,0,1,0
13,44,0,0,0,1,0
14,44,0,0,0,1,0
15,44,0,0,0,1,0
16,30,0,0,0,1,0
17,25,0,0,0,1,0
18,16,0,0,0,1,0
19,3,0,0,0,1,0
20,0,0,0,0,1,0
21,0,0,0,0,1,0
22,0,0,0,0,1,0
23,0,0,0,0,1,0
0,2,0,0,0,1,0
1,2,0,0,0,1,0
2,2,0,0,0,1,0
3,2,0,0,0,1,0
4,2,0,0,0,1,0
5,2,0,0,0,1,0
6,7,0,0,0,1,0
7,7,0,0,0,1,0
8,7,0,0,0,1,0
9,7,0,0,0,1,0
10,7,0,0,0,1,0
11,7,0,0,0,1,0
12,7,0,0,0,1,0
13,7,0,0,0,1,0
14,7,0,0,0,1,0
15,3,0,0,0,1,0
16,3,0,0,0,1,0
17,2,0,0,0,1,0
18,1,0,0,0,1,0
19,1,0,0,0,1,0
20,1,0,0,0,1,0
21,1,0,0,0,1,0
22,1,0,0,0,1,0
23,1,0,0,0,1,0
0,1,0,1,0,0,0
1,1,0,1,0,0,0
2,1,0,1,0,0,0
3,1,0,1,0,0,0
4,1,0,1,0,0,0
5,1,0,1,0,0,0
6,16,0,1,0,0,0
7,25,0,1,0,0,0
8,39,0,1,0,0,0
9,39,0,1,0,0,0
10,39,0,1,0,0,0
11,39,0,1,0,0,0
12,39,0,1,0,0,0
13,39,0,1,0,0,0
14,35,0,1,0,0,0
15,30,0,1,0,0,0
16,30,0,1,0,0,0
17,30,0,1,0,0,0
18,30,0,1,0,0,0
19,30,0,1,0,0,0
20,30,0,1,0,0,0
21,23,0,1,0,0,0
22,11,0,1,0,0,0
23,1,0,1,0,0,0
0,1,0,0,0,1,0
1,1,0,0,0,1,0
2,1,0,0,0,1,0
3,1,0,0,0,1,0
4,1,0,0,0,1,0
5,1,0,0,0,1,0
6,16,0,0,0,1,0
7,25,0,0,0,1,0
8,77,0,0,0,1,0
9,91,0,0,0,1,0
10,100,0,0,0,1,0
11,100,0,0,0,1,0
12,100,0,0,0,1,0
13,100,0,0,0,1,0
14,100,0,0,0,1,0
15,97,0,0,0,1,0
16,93,0,0,0,1,0
17,81,0,0,0,1,0
18,47,0,0,0,1,0
19,19,0,0,0,1,0
20,8,0,0,0,1,0
21,1,0,0,0,1,0
22,1,0,0,0,1,0
23,1,0,0,0,1,0
0,1,0,0,0,1,0
1,1,0,0,0,1,0
2,1,0,0,0,1,0
3,1,0,0,0,1,0
4,1,0,0,0,1,0
5,25,0,0,0,1,0
6,91,0,0,0,1,0
7,92,0,0,0,1,0
8,100,0,0,0,1,0
9,100,0,0,0,1,0
10,100,0,0,0,1,0
11,100,0,0,0,1,0
12,100,0,0,0,1,0
13,100,0,0,0,1,0
14,95,0,0,0,1,0
15,91,0,0,0,1,0
16,81,0,0,0,1,0
17,63,0,0,0,1,0
18,25,0,0,0,1,0
19,12,0,0,0,1,0
20,1,0,0,0,1,0
21,1,0,0,0,1,0
22,1,0,0,0,1,0
23,1,0,0,0,1,0
0,1,0,0,0,1,0
1,1,0,0,0,1,0
2,1,0,0,0,1,0
3,1,0,0,0,1,0
4,16,0,0,0,1,0
5,25,0,0,0,1,0
6,81,0,0,0,1,0
7,83,0,0,0,1,0
8,100,0,0,0,1,0
9,100,0,0,0,1,0
10,100,0,0,0,1,0
11,100,0,0,0,1,0
12,100,0,0,0,1,0
13,97,0,0,0,1,0
14,94,0,0,0,1,0
15,91,0,0,0,1,0
16,76,0,0,0,1,0
17,63,0,0,0,1,0
18,21,0,0,0,1,0
19,4,0,0,0,1,0
20,1,0,0,0,1,0
21,1,0,0,0,1,0
22,1,0,0,0,1,0
23,1,0,0,0,1,0
0,1,0,0,0,1,0
1,1,0,0,0,1,0
2,1,0,0,0,1,0
3,1,0,0,0,1,0
4,1,0,0,0,1,0
5,1,0,0,0,1,0
6,10,0,0,0,1,0
7,25,0,0,0,1,0
8,44,0,0,0,1,0
9,72,0,0,0,1,0
10,91,0,0,0,1,0
11,93,0,0,0,1,0
12,100,0,0,0,1,0
13,100,0,0,0,1,0
14,100,0,0,0,1,0
15,100,0,0,0,1,0
16,100,0,0,0,1,0
17,96,0,0,0,1,0
18,91,0,0,0,1,0
19,72,0,0,0,1,0
20,44,0,0,0,1,0
21,31,0,0,0,1,0
22,16,0,0,0,1,0
23,2,0,0,0,1,0
0,2,0,0,0,1,0
1,2,0,0,0,1,0
2,2,0,0,0,1,0
3,2,0,0,0,1,0
4,2,0,0,0,1,0
5,2,0,0,0,1,0
6,2,0,0,0,1,0
7,11,0,0,0,1,0
8,16,0,0,0,1,0
9,35,0,0,0,1,0
10,44,0,0,0,1,0
11,44,0,0,0,1,0
12,44,0,0,0,1,0
13,44,0,0,0,1,0
14,44,0,0,0,1,0
15,44,0,0,0,1,0
16,44,0,0,0,1,0
17,30,0,0,0,1,0
18,25,0,0,0,1,0
19,10,0,0,0,1,0
20,5,0,0,0,1,0
21,1,0,0,0,1,0
22,1,0,0,0,1,0
23,1,0,0,0,1,0
0,1,0,0,0,1,0
1,1,0,0,0,1,0
2,1,0,0,0,1,0
3,1,0,0,0,1,0
4,1,0,0,0,1,0
5,1,0,0,0,1,0
6,4,0,0,0,1,0
7,16,0,0,0,1,0
8,25,0,0,0,1,0
9,35,0,0,0,1,0
10,39,0,0,0,1,0
11,39,0,0,0,1,0
12,39,0,0,0,1,0
13,30,0,0,0,1,0
14,25,0,0,0,1,0
15,25,0,0,0,1,0
16,25,0,0,0,1,0
17,21,0,0,0,1,0
18,16,0,0,0,1,0
19,3,0,0,0,1,0
20,3,0,0,0,1,0
21,3,0,0,0,1,0
22,3,0,0,0,1,0
23,3,0,0,0,1,0
0,3,0,0,0,0,1
1,3,0,0,0,0,1
2,3,0,0,0,0,1
3,3,0,0,0,0,1
4,3,0,0,0,0,1
5,3,0,0,0,0,1
6,16,0,0,0,0,1
7,25,0,0,0,0,1
8,74,0,0,0,0,1
9,83,0,0,0,0,1
10,100,0,0,0,0,1
11,100,0,0,0,0,1
12,100,0,0,0,0,1
13,100,0,0,0,0,1
14,100,0,0,0,0,1
15,100,0,0,0,0,1
16,100,0,0,0,0,1
17,92,0,0,0,0,1
18,74,0,0,0,0,1
19,46,0,0,0,0,1
20,35,0,0,0,0,1
21,1,0,0,0,0,1
22,1,0,0,0,0,1
23,1,0,0,0,0,1
0,1,0,0,0,0,1
1,1,0,0,0,0,1
2,1,0,0,0,0,1
3,1,0,0,0,0,1
4,1,0,0,0,0,1
5,1,0,0,0,0,1
6,21,0,0,0,0,1
7,44,0,0,0,0,1
8,75,0,0,0,0,1
9,93,0,0,0,0,1
10,100,0,0,0,0,1
11,100,0,0,0,0,1
12,100,0,0,0,0,1
13,100,0,0,0,0,1
14,100,0,0,0,0,1
15,100,0,0,0,0,1
16,98,0,0,0,0,1
17,87,0,0,0,0,1
18,63,0,0,0,0,1
19,39,0,0,0,0,1
20,27,0,0,0,0,1
21,11,0,0,0,0,1
22,2,0,0,0,0,1
23,2,0,0,0,0,1
0,2,0,0,0,0,1
1,2,0,0,0,0,1
2,2,0,0,0,0,1
3,2,0,0,0,0,1
4,2,0,0,0,0,1
5,2,0,0,0,0,1
6,18,0,0,0,0,1
7,35,0,0,0,0,1
8,69,0,0,0,0,1
9,81,0,0,0,0,1
10,100,0,0,0,0,1
11,100,0,0,0,0,1
12,100,0,0,0,0,1
13,100,0,0,0,0,1
14,100,0,0,0,0,1
15,98,0,0,0,0,1
16,91,0,0,0,0,1
17,68,0,0,0,0,1
18,53,0,0,0,0,1
19,39,0,0,0,0,1
20,16,0,0,0,0,1
21,1,0,0,0,0,1
22,1,0,0,0,0,1
23,1,0,0,0,0,1
0,1,0,0,0,0,1
1,1,0,0,0,0,1
2,1,0,0,0,0,1
3,1,0,0,0,0,1
4,1,0,0,0,0,1
5,1,0,0,0,0,1
6,16,0,0,0,0,1
7,25,0,0,0,0,1
8,81,0,0,0,0,1
9,83,0,0,0,0,1
10,100,0,0,0,0,1
11,100,0,0,0,0,1
12,100,0,0,0,0,1
13,95,0,0,0,0,1
14,94,0,0,0,0,1
15,94,0,0,0,0,1
16,94,0,0,0,0,1
17,81,0,0,0,0,1
18,67,0,0,0,0,1
19,47,0,0,0,0,1
20,35,0,0,0,0,1
21,12,0,0,0,0,1
22,2,0,0,0,0,1
23,2,0,0,0,0,1
0,2,0,0,0,0,1
1,2,0,0,0,0,1
2,2,0,0,0,0,1
3,2,0,0,0,0,1
4,2,0,0,0,0,1
5,2,0,0,0,0,1
6,25,0,0,0,0,1
7,44,0,0,0,0,1
8,72,0,0,0,0,1
9,91,0,0,0,0,1
10,93,0,0,0,0,1
11,100,0,0,0,0,1
12,100,0,0,0,0,1
13,100,0,0,0,0,1
14,100,0,0,0,0,1
15,100,0,0,0,0,1
16,96,0,0,0,0,1
17,91,0,0,0,0,1
18,72,0,0,0,0,1
19,44,0,0,0,0,1
20,31,0,0,0,0,1
21,16,0,0,0,0,1
22,2,0,0,0,0,1
23,2,0,0,0,0,1
0,2,0,0,0,0,1
1,2,0,0,0,0,1
2,2,0,0,0,0,1
3,2,0,0,0,0,1
4,2,0,0,0,0,1
5,2,0,0,0,0,1
6,11,0,0,0,0,1
7,16,0,0,0,0,1
8,35,0,0,0,0,1
9,44,0,0,0,0,1
10,44,0,0,0,0,1
11,44,0,0,0,0,1
12,44,0,0,0,0,1
13,44,0,0,0,0,1
14,44,0,0,0,0,1
15,44,0,0,0,0,1
16,30,0,0,0,0,1
17,25,0,0,0,0,1
18,16,0,0,0,0,1
19,3,0,0,0,0,1
20,1,0,0,0,0,1
21,1,0,0,0,0,1
22,1,0,0,0,0,1
23,1,0,0,0,0,1
0,1,0,0,0,0,1
1,1,0,0,0,0,1
2,1,0,0,0,0,1
3,1,0,0,0,0,1
4,1,0,0,0,0,1
5,1,0,0,0,0,1
6,4,0,0,0,0,1
7,16,0,0,0,0,1
8,25,0,0,0,0,1
9,35,0,0,0,0,1
10,39,0,0,0,0,1
11,39,0,0,0,0,1
12,39,0,0,0,0,1
13,30,0,0,0,0,1
14,25,0,0,0,0,1
15,25,0,0,0,0,1
16,25,0,0,0,0,1
17,21,0,0,0,0,1
18,16,0,0,0,0,1
19,3,0,0,0,0,1
20,3,0,0,0,0,1
21,3,0,0,0,0,1
22,3,0,0,0,0,1
23,3,0,0,0,0,1
0,3,0,0,0,0,1
1,3,0,0,0,0,1
2,3,0,0,0,0,1
3,3,0,0,0,0,1
4,3,0,0,0,0,1
5,3,0,0,0,0,1
6,25,0,0,0,0,1
7,35,0,0,0,0,1
8,74,0,0,0,0,1
9,92,0,0,0,0,1
10,100,0,0,0,0,1
11,100,0,0,0,0,1
12,100,0,0,0,0,1
13,100,0,0,0,0,1
14,100,0,0,0,0,1
15,98,0,0,0,0,1
16,96,0,0,0,0,1
17,78,0,0,0,0,1
18,44,0,0,0,0,1
19,35,0,0,0,0,1
20,13,0,0,0,0,1
21,2,0,0,0,0,1
22,2,0,0,0,0,1
23,2,0,0,0,0,1
0,2,0,0,0,0,1
1,2,0,0,0,0,1
2,2,0,0,0,0,1
3,2,0,0,0,0,1
4,2,0,0,0,0,1
5,2,0,0,0,0,1
6,13,0,0,0,0,1
7,35,0,0,0,0,1
8,74,0,0,0,0,1
9,91,0,0,0,0,1
10,100,0,0,0,0,1
11,100,0,0,0,0,1
12,100,0,0,0,0,1
13,100,0,0,0,0,1
14,100,0,0,0,0,1
15,97,0,0,0,0,1
16,95,0,0,0,0,1
17,86,0,0,0,0,1
18,74,0,0,0,0,1
19,44,0,0,0,0,1
20,25,0,0,0,0,1
21,16,0,0,0,0,1
22,1,0,0,0,0,1
23,1,0,0,0,0,1
0,1,0,0,0,0,1
1,1,0,0,0,0,1
2,1,0,0,0,0,1
3,1,0,0,0,0,1
4,1,0,0,0,0,1
5,1,0,0,0,0,1
6,25,0,0,0,0,1
7,91,0,0,0,0,1
8,92,0,0,0,0,1
9,100,0,0,0,0,1
10,100,0,0,0,0,1
11,100,0,0,0,0,1
12,100,0,0,0,0,1
13,100,0,0,0,0,1
14,100,0,0,0,0,1
15,95,0,0,0,0,1
16,91,0,0,0,0,1
17,81,0,0,0,0,1
18,63,0,0,0,0,1
19,25,0,0,0,0,1
20,12,0,0,0,0,1
21,1,0,0,0,0,1
22,1,0,0,0,0,1
23,1,0,0,0,0,1
0,1,0,0,0,0,1
1,1,0,0,0,0,1
2,1,0,0,0,0,1
3,1,0,0,0,0,1
4,1,0,0,0,0,1
5,16,0,0,0,0,1
6,25,0,0,0,0,1
7,81,0,0,0,0,1
8,83,0,0,0,0,1
9,100,0,0,0,0,1
10,100,0,0,0,0,1
11,100,0,0,0,0,1
12,100,0,0,0,0,1
13,100,0,0,0,0,1
14,97,0,0,0,0,1
15,94,0,0,0,0,1
16,91,0,0,0,0,1
17,76,0,0,0,0,1
18,63,0,0,0,0,1
19,44,0,0,0,0,1
20,14,0,0,0,0,1
21,3,0,0,0,0,1
22,3,0,0,0,0,1
23,3,0,0,0,0,1
0,3,0,0,0,0,1
1,3,0,0,0,0,1
2,3,0,0,0,0,1
3,3,0,0,0,0,1
4,3,0,0,0,0,1
5,25,0,0,0,0,1
6,44,0,0,0,0,1
7,72,0,0,0,0,1
8,91,0,0,0,0,1
9,93,0,0,0,0,1
10,100,0,0,0,0,1
11,100,0,0,0,0,1
12,100,0,0,0,0,1
13,100,0,0,0,0,1
14,100,0,0,0,0,1
15,96,0,0,0,0,1
16,91,0,0,0,0,1
17,72,0,0,0,0,1
18,72,0,0,0,0,1
19,31,0,0,0,0,1
20,16,0,0,0,0,1
21,2,0,0,0,0,1
22,2,0,0,0,0,1
23,2,0,0,0,0,1
1,2,0,1,0,0,0
2,2,0,1,0,0,0
3,2,0,1,0,0,0
4,2,0,1,0,0,0
5,2,0,1,0,0,0
6,2,0,1,0,0,0
7,11,0,1,0,0,0
8,16,0,1,0,0,0
9,35,0,1,0,0,0
10,44,0,1,0,0,0
11,44,0,1,0,0,0
12,44,0,1,0,0,0
13,44,0,1,0,0,0
14,44,0,1,0,0,0
15,44,0,1,0,0,0
16,44,0,1,0,0,0
17,30,0,1,0,0,0
18,25,0,1,0,0,0
19,16,0,1,0,0,0
20,3,0,1,0,0,0
21,1,0,1,0,0,0
22,1,0,1,0,0,0
23,1,0,1,0,0,0
0,1,0,1,0,0,0
1,1,0,1,0,0,0
2,1,0,1,0,0,0
3,1,0,1,0,0,0
4,1,0,1,0,0,0
5,1,0,1,0,0,0
6,1,0,1,0,0,0
7,4,0,1,0,0,0
8,16,0,1,0,0,0
9,25,0,1,0,0,0
10,35,0,1,0,0,0
11,39,0,1,0,0,0
12,39,0,1,0,0,0
13,39,0,1,0,0,0
14,30,0,1,0,0,0
15,25,0,1,0,0,0
16,25,0,1,0,0,0
17,25,0,1,0,0,0
18,21,0,1,0,0,0
19,16,0,1,0,0,0
20,3,0,1,0,0,0
21,3,0,1,0,0,0
22,3,0,1,0,0,0
23,3,0,1,0,0,0
0,3,1,0,0,0,0
1,3,1,0,0,0,0
2,3,1,0,0,0,0
3,3,1,0,0,0,0
4,3,1,0,0,0,0
5,3,1,0,0,0,0
6,16,1,0,0,0,0
7,35,1,0,0,0,0
8,72,1,0,0,0,0
9,91,1,0,0,0,0
10,100,1,0,0,0,0
11,100,1,0,0,0,0
12,100,1,0,0,0,0
13,100,1,0,0,0,0
14,100,1,0,0,0,0
15,95,1,0,0,0,0
16,95,1,0,0,0,0
17,91,1,0,0,0,0
18,81,1,0,0,0,0
19,58,1,0,0,0,0
20,53,1,0,0,0,0
21,35,1,0,0,0,0
22,16,1,0,0,0,0
23,1,1,0,0,0,0
0,1,1,0,0,0,0
1,1,1,0,0,0,0
2,1,1,0,0,0,0
3,1,1,0,0,0,0
4,1,1,0,0,0,0
5,1,1,0,0,0,0
6,16,1,0,0,0,0
7,31,1,0,0,0,0
8,72,1,0,0,0,0
9,81,1,0,0,0,0
10,100,1,0,0,0,0
11,100,1,0,0,0,0
12,100,1,0,0,0,0
13,100,1,0,0,0,0
14,100,1,0,0,0,0
15,98,1,0,0,0,0
16,96,1,0,0,0,0
17,72,1,0,0,0,0
18,17,1,0,0,0,0
19,11,1,0,0,0,0
20,8,1,0,0,0,0
21,2,1,0,0,0,0
22,2,1,0,0,0,0
23,2,1,0,0,0,0
0,2,1,0,0,0,0
1,2,1,0,0,0,0
2,2,1,0,0,0,0
3,2,1,0,0,0,0
4,2,1,0,0,0,0
5,2,1,0,0,0,0
6,25,1,0,0,0,0
7,44,1,0,0,0,0
8,72,1,0,0,0,0
9,81,1,0,0,0,0
10,100,1,0,0,0,0
11,100,1,0,0,0,0
12,100,1,0,0,0,0
13,100,1,0,0,0,0
14,98,1,0,0,0,0
15,97,1,0,0,0,0
16,95,1,0,0,0,0
17,81,1,0,0,0,0
18,67,1,0,0,0,0
19,39,1,0,0,0,0
20,35,1,0,0,0,0
21,12,1,0,0,0,0
22,1,1,0,0,0,0
23,1,1,0,0,0,0
0,1,1,0,0,0,0
1,1,1,0,0,0,0
2,1,1,0,0,0,0
3,1,1,0,0,0,0
4,1,1,0,0,0,0
5,1,1,0,0,0,0
6,16,1,0,0,0,0
7,25,1,0,0,0,0
8,81,1,0,0,0,0
9,83,1,0,0,0,0
10,100,1,0,0,0,0
11,100,1,0,0,0,0
12,100,1,0,0,0,0
13,100,1,0,0,0,0
14,81,1,0,0,0,0
15,63,1,0,0,0,0
16,33,1,0,0,0,0
17,25,1,0,0,0,0
18,11,1,0,0,0,0
19,8,1,0,0,0,0
20,2,1,0,0,0,0
21,2,1,0,0,0,0
22,2,1,0,0,0,0
23,2,1,0,0,0,0
0,2,1,0,0,0,0
1,2,1,0,0,0,0
2,2,1,0,0,0,0
3,2,1,0,0,0,0
4,2,1,0,0,0,0
5,2,1,0,0,0,0
6,16,1,0,0,0,0
7,25,1,0,0,0,0
8,63,1,0,0,0,0
9,63,1,0,0,0,0
10,63,1,0,0,0,0
11,63,1,0,0,0,0
12,63,1,0,0,0,0
13,63,1,0,0,0,0
14,63,1,0,0,0,0
15,49,1,0,0,0,0
16,37,1,0,0,0,0
17,18,1,0,0,0,0
18,16,1,0,0,0,0
19,10,1,0,0,0,0
20,3,1,0,0,0,0
21,3,1,0,0,0,0
22,3,1,0,0,0,0
23,3,1,0,0,0,0
0,3,0,1,0,0,0
1,3,0,1,0,0,0
2,3,0,1,0,0,0
3,3,0,1,0,0,0
4,3,0,1,0,0,0
5,3,0,1,0,0,0
6,16,0,1,0,0,0
7,25,0,1,0,0,0
8,63,0,1,0,0,0
9,63,0,1,0,0,0
10,63,0,1,0,0,0
11,63,0,1,0,0,0
12,63,0,1,0,0,0
13,63,0,1,0,0,0
14,63,0,1,0,0,0
15,49,0,1,0,0,0
16,37,0,1,0,0,0
17,18,0,1,0,0,0
18,11,0,1,0,0,0
19,2,0,1,0,0,0
20,2,0,1,0,0,0
21,2,0,1,0,0,0
22,2,0,1,0,0,0
23,2,0,1,0,0,0
0,2,0,1,0,0,0
1,2,0,1,0,0,0
2,2,0,1,0,0,0
3,2,0,1,0,0,0
4,2,0,1,0,0,0
5,2,0,1,0,0,0
6,16,0,1,0,0,0
7,25,0,1,0,0,0
8,63,0,1,0,0,0
9,63,0,1,0,0,0
10,63,0,1,0,0,0
11,63,0,1,0,0,0
12,63,0,1,0,0,0
13,63,0,1,0,0,0
14,63,0,1,0,0,0
15,49,0,1,0,0,0
16,37,0,1,0,0,0
17,18,0,1,0,0,0
18,11,0,1,0,0,0
19,1,0,1,0,0,0
20,1,0,1,0,0,0
21,1,0,1,0,0,0
22,1,0,1,0,0,0
23,1,0,1,0,0,0
0,1,1,0,0,0,0
1,1,1,0,0,0,0
2,1,1,0,0,0,0
3,1,1,0,0,0,0
4,1,1,0,0,0,0
5,1,1,0,0,0,0
6,16,1,0,0,0,0
7,35,1,0,0,0,0
8,72,1,0,0,0,0
9,91,1,0,0,0,0
10,100,1,0,0,0,0
11,100,1,0,0,0,0
12,100,1,0,0,0,0
13,100,1,0,0,0,0
14,100,1,0,0,0,0
15,95,1,0,0,0,0
16,95,1,0,0,0,0
17,91,1,0,0,0,0
18,81,1,0,0,0,0
19,58,1,0,0,0,0
20,53,1,0,0,0,0
21,16,1,0,0,0,0
22,0,1,0,0,0,0
23,0,1,0,0,0,0
